Rk,Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,G+A-PK,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,PK_stats_shooting,PKatt_stats_shooting,Crs,TklW,Int,Fld,CrdY_stats_misc,CrdR_stats_misc,2CrdY,Fls,OG,GA,GA90,SoTA,Saves,Save%,W,D,L,CS,CS%,PKatt_stats_keeper,PKA,PKsv,PKm
104,Mohamed Amine Sbai,fr FRA,"MF,FW",Angers,fr Ligue 1,24.0,2000,25,23,1818,20.2,3,1,4,3,0,1,3,1,0.20,34,16,47.1,1.68,0.79,0.09,0.19,0,1,59,10,4,24,3,1,1,15,0,,,,,,,,,,,,,,
105,Michael Amir Murillo,pa PAN,"DF,MF",Marseille,fr Ligue 1,29.0,1996,16,11,989,11.0,2,1,3,2,0,0,4,0,0.27,9,2,22.2,0.82,0.18,0.22,1.00,0,0,28,13,6,16,4,0,0,22,0,,,,,,,,,,,,,,
106,Nadiem Amiri,de GER,MF,Mainz 05,de Bundesliga,28.0,1996,26,24,2083,23.1,12,2,14,4,8,8,6,0,0.26,54,22,40.7,2.33,0.95,0.07,0.18,8,8,136,18,19,26,6,0,0,20,0,,,,,,,,,,,,,,
107,Samuel Amo-Ameyaw,eng ENG,"MF,DF",Strasbourg,fr Ligue 1,19.0,2006,25,9,1047,11.6,2,2,4,2,0,0,2,0,0.34,17,5,29.4,1.46,0.43,0.12,0.40,0,0,50,12,3,26,2,0,0,15,0,,,,,,,,,,,,,,
108,Amorim,br BRA,MF,Genoa,it Serie A,20.0,2005,11,6,552,6.1,0,0,0,0,0,0,1,0,0.00,2,0,0.0,0.33,0.00,0.00,,0,0,16,6,7,18,1,0,0,7,0,,,,,,,,,,,,,,
109,Mathis Amougou,fr FRA,MF,Strasbourg,fr Ligue 1,19.0,2006,12,4,409,4.5,0,0,0,0,0,0,1,0,0.00,3,2,66.7,0.66,0.44,0.00,0.00,0,0,2,11,2,4,1,0,0,4,0,,,,,,,,,,,,,,
110,Mohamed Amoura,dz ALG,"FW,MF",Wolfsburg,de Bundesliga,25.0,2000,30,23,1919,21.3,8,3,11,7,1,1,2,0,0.47,60,19,31.7,2.81,0.89,0.12,0.37,1,1,34,22,7,11,2,0,0,21,0,,,,,,,,,,,,,,
111,Ethan Ampadu,wls WAL,MF,Leeds United,eng Premier League,24.0,2000,35,35,3119,34.7,1,1,2,1,0,0,10,0,0.06,26,6,23.1,0.75,0.17,0.04,0.17,0,0,25,46,50,36,10,0,0,50,0,,,,,,,,,,,,,,
112,Sofyan Amrabat,ma MAR,MF,Real Betis,es La Liga,28.0,1996,17,14,1295,14.4,0,0,0,0,0,0,4,0,0.00,8,1,12.5,0.56,0.07,0.00,0.00,0,0,6,13,11,19,4,0,0,22,0,,,,,,,,,,,,,,
113,Joachim Andersen,dk DEN,DF,Fulham,eng Premier League,29.0,1996,33,33,2875,31.9,0,1,1,0,0,0,7,1,0.03,16,4,25.0,0.50,0.13,0.00,0.00,0,0,15,26,34,13,7,1,0,30,0,,,,,,,,,,,,,,
114,Elliot Anderson,eng ENG,MF,Nottingham Forest,eng Premier League,22.0,2002,38,37,3331,37.0,4,4,8,3,1,1,8,0,0.19,44,10,22.7,1.19,0.27,0.07,0.30,1,1,175,60,41,80,8,0,0,57,0,,,,,,,,,,,,,,
115,Tomoya Ando,jp JPN,DF,St Pauli,de Bundesliga,26.0,1999,15,14,1260,14.0,0,1,1,0,0,0,3,0,0.07,8,2,25.0,0.57,0.14,0.00,0.00,0,0,6,23,14,12,3,0,0,12,0,,,,,,,,,,,,,,
116,Nícolas Andrade,br BRA,GK,Pisa,it Serie A,37.0,1988,6,6,540,6.0,0,0,0,0,0,0,0,0,0.00,0,0,,0.00,0.00,,,0,0,0,0,0,3,0,0,0,0,0,14,2.33,26,12,46.2,1,0,5,0,0.0,1,0,0,1
117,André,br BRA,MF,Wolves,eng Premier League,24.0,2001,35,30,2762,30.7,1,0,1,1,0,0,12,0,0.03,15,1,6.7,0.49,0.03,0.07,1.00,0,0,40,42,25,43,12,0,0,47,0,,,,,,,,,,,,,,
118,Benjamin André,fr FRA,MF,Lille,fr Ligue 1,34.0,1990,27,26,2332,25.9,2,2,4,2,0,0,9,0,0.15,27,6,22.2,1.04,0.23,0.07,0.33,0,0,22,40,31,44,9,0,0,35,0,,,,,,,,,,,,,,
119,Robert Andrich,de GER,"DF,MF",Leverkusen,de Bundesliga,30.0,1994,32,29,2546,28.3,2,0,2,2,0,0,6,1,0.07,12,3,25.0,0.42,0.11,0.17,0.67,0,0,13,30,33,22,6,1,1,30,0,,,,,,,,,,,,,,
120,Manuel Ángel,es ESP,MF,Real Madrid,es La Liga,21.0,2004,4,1,96,1.1,0,0,0,0,0,0,0,0,0.00,2,1,50.0,1.87,0.94,0.00,0.00,0,0,0,3,0,4,0,0,0,2,1,,,,,,,,,,,,,,
121,Miguel Ángel Rubio,es ESP,DF,Espanyol,es La Liga,27.0,1998,12,1,206,2.3,1,0,1,1,0,0,0,0,0.44,2,1,50.0,0.87,0.44,0.50,1.00,0,0,0,1,1,1,0,0,0,1,0,,,,,,,,,,,,,,
122,Miguel Ángel Sierra,es ESP,FW,Sevilla,es La Liga,21.0,2004,4,0,62,0.7,0,0,0,0,0,0,0,0,0.00,4,1,25.0,5.81,1.45,0.00,0.00,0,0,4,1,0,3,0,0,0,1,0,,,,,,,,,,,,,,
123,Angeliño,es ESP,MF,Roma,it Serie A,28.0,1997,7,5,416,4.6,0,0,0,0,0,0,2,0,0.00,5,2,40.0,1.08,0.43,0.00,0.00,0,0,18,7,3,2,2,0,0,5,0,,,,,,,,,,,,,,
124,Samuele Angori,it ITA,MF,Pisa,it Serie A,21.0,2003,35,30,2599,28.9,0,2,2,0,0,0,2,0,0.07,14,3,21.4,0.48,0.10,0.00,0.00,0,0,165,25,23,54,2,0,0,17,0,,,,,,,,,,,,,,
125,Nilson Angulo,ec ECU,MF,Sunderland,eng Premier League,22.0,2003,8,5,404,4.5,0,0,0,0,0,0,1,0,0.00,7,3,42.9,1.56,0.67,0.00,0.00,0,0,7,7,5,3,1,0,0,11,0,,,,,,,,,,,,,,
126,Faustino Anjorin,eng ENG,MF,Torino,it Serie A,23.0,2001,15,1,289,3.2,0,0,0,0,0,0,1,0,0.00,4,1,25.0,1.25,0.31,0.00,0.00,0,0,1,5,7,1,1,0,0,8,0,,,,,,,,,,,,,,
127,Ilyas Ansah,de GER,"MF,FW",Union Berlin,de Bundesliga,20.0,2004,33,23,1892,21.0,5,1,6,5,0,0,1,0,0.29,33,12,36.4,1.57,0.57,0.15,0.42,0,0,19,9,4,43,1,0,0,21,0,,,,,,,,,,,,,,
128,Aaron Anselmino,ar ARG,DF,Dortmund,de Bundesliga,20.0,2005,6,4,368,4.1,1,0,1,1,0,0,0,0,0.24,1,1,100.0,0.24,0.24,1.00,1.00,0,0,2,8,7,3,0,0,0,6,0,,,,,,,,,,,,,,
129,Aaron Anselmino,ar ARG,DF,Strasbourg,fr Ligue 1,20.0,2005,3,0,16,0.2,0,0,0,0,0,0,0,0,0.00,0,0,,0.00,0.00,,,0,0,0,0,1,0,0,0,0,0,0,,,,,,,,,,,,,,
130,Andrés Antañón,es ESP,FW,Celta Vigo,es La Liga,18.0,2007,2,1,63,0.7,0,0,0,0,0,0,0,0,0.00,2,2,100.0,2.86,2.86,0.00,0.00,0,0,0,0,0,0,0,0,0,1,0,,,,,,,,,,,,,,
131,Jaidon Anthony,eng ENG,MF,Burnley,eng Premier League,25.0,1999,37,32,2722,30.2,8,2,10,8,0,0,4,0,0.33,55,23,41.8,1.82,0.76,0.15,0.35,0,0,80,21,16,47,4,0,0,27,0,,,,,,,,,,,,,,
132,Waldemar Anton,de GER,DF,Dortmund,de Bundesliga,29.0,1996,32,32,2880,32.0,2,0,2,2,0,0,3,0,0.06,16,6,37.5,0.50,0.19,0.13,0.33,0,0,12,42,33,16,3,0,0,26,0,,,,,,,,,,,,,,
133,Kyllian Antonio,fr FRA,DF,Lens,fr Ligue 1,17.0,2008,4,2,190,2.1,0,1,1,0,0,0,1,0,0.47,1,0,0.0,0.47,0.00,0.00,,0,0,2,4,5,4,1,0,0,1,0,,,,,,,,,,,,,,
134,Antoniu,es ESP,MF,Espanyol,es La Liga,22.0,2002,13,3,289,3.2,0,0,0,0,0,0,2,0,0.00,5,1,20.0,1.56,0.31,0.00,0.00,0,0,6,4,2,8,2,0,0,10,0,,,,,,,,,,,,,,
135,Antony,br BRA,"MF,FW",Real Betis,es La Liga,25.0,2000,32,30,2447,27.2,8,6,14,8,0,0,6,1,0.51,90,34,37.8,3.31,1.25,0.09,0.24,0,0,66,23,22,44,6,1,0,20,0,,,,,,,,,,,,,,
136,Youssef El-Arabi,ma MAR,FW,Nantes,fr Ligue 1,38.0,1987,25,11,941,10.5,3,0,3,3,0,1,0,0,0.29,15,9,60.0,1.43,0.86,0.20,0.33,0,1,2,9,4,23,0,0,0,22,0,,,,,,,,,,,,,,
137,Mauro Arambarri,uy URU,MF,Getafe,es La Liga,29.0,1995,37,37,3249,36.1,6,2,8,4,2,3,6,0,0.17,58,19,32.8,1.61,0.53,0.07,0.21,2,3,19,43,21,67,6,0,0,60,0,,,,,,,,,,,,,,
138,Jon Aramburu,ve VEN,DF,Real Sociedad,es La Liga,23.0,2002,35,31,2773,30.8,1,0,1,1,0,0,11,0,0.03,21,5,23.8,0.68,0.16,0.05,0.20,0,0,48,66,47,45,11,0,0,69,0,,,,,,,,,,,,,,
139,Juan Arango,ve VEN,MF,Girona,es La Liga,19.0,2006,2,0,18,0.2,0,0,0,0,0,0,1,0,0.00,0,0,,0.00,0.00,,,0,0,0,0,0,0,1,0,0,1,0,,,,,,,,,,,,,,
140,Ronald Araújo,uy URU,DF,Barcelona,es La Liga,26.0,1999,24,11,1071,11.9,3,0,3,3,0,0,2,0,0.25,12,5,41.7,1.01,0.42,0.25,0.60,0,0,6,15,10,3,2,0,0,17,0,,,,,,,,,,,,,,
141,Carlens Arcus,ht HAI,DF,Angers,fr Ligue 1,29.0,1996,26,24,2040,22.7,0,3,3,0,0,0,7,0,0.13,9,1,11.1,0.40,0.04,0.00,0.00,0,0,38,29,29,16,7,0,0,33,0,,,,,,,,,,,,,,
142,Antonio Arena,it ITA,FW,Roma,it Serie A,16.0,2009,2,0,23,0.3,0,0,0,0,0,0,0,0,0.00,2,0,0.0,7.83,0.00,0.00,,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
143,Alphonse Areola,fr FRA,GK,West Ham United,eng Premier League,32.0,1993,20,20,1800,20.0,0,1,1,0,0,0,0,0,0.05,0,0,,0.00,0.00,,,0,0,0,0,1,1,0,0,0,1,0,37,1.85,108,76,70.4,4,5,11,0,0.0,6,5,0,1
144,Jesús Areso,es ESP,DF,Athletic Club,es La Liga,26.0,1999,26,14,1506,16.7,0,1,1,0,0,0,3,0,0.06,3,0,0.0,0.18,0.00,0.00,,0,0,86,16,20,7,3,0,0,19,0,,,,,,,,,,,,,,
145,Jeremy Arévalo,ec ECU,FW,Stuttgart,de Bundesliga,20.0,2005,7,0,38,0.4,0,0,0,0,0,0,0,0,0.00,3,1,33.3,7.11,2.37,0.00,0.00,0,0,0,0,0,3,0,0,0,0,0,,,,,,,,,,,,,,
146,Paul Argney,fr FRA,GK,Le Havre,fr Ligue 1,19.0,2006,1,1,90,1.0,0,0,0,0,0,0,0,0,0.00,0,0,,0.00,0.00,,,0,0,0,0,0,0,0,0,0,0,0,1,1.00,3,2,66.7,1,0,0,0,0.0,0,0,0,0
147,Iñigo Arguibide,es ESP,DF,Osasuna,es La Liga,20.0,2005,6,2,187,2.1,0,0,0,0,0,0,0,1,0.00,0,0,,0.00,0.00,,,0,0,5,3,1,0,0,1,0,3,0,,,,,,,,,,,,,,
148,Jhon Arias,co COL,"FW,MF",Wolves,eng Premier League,27.0,1997,23,14,1124,12.5,1,0,1,1,0,0,1,0,0.08,16,3,18.8,1.28,0.24,0.06,0.33,0,0,30,27,7,9,1,0,0,26,0,,,,,,,,,,,,,,
149,Juan Arizala,co COL,MF,Udinese,it Serie A,19.0,2005,10,1,191,2.1,0,0,0,0,0,0,0,0,0.00,1,1,100.0,0.47,0.47,0.00,0.00,0,0,6,3,1,1,0,0,0,1,0,,,,,,,,,,,,,,
150,Adam Armstrong,eng ENG,"FW,MF",Wolves,eng Premier League,28.0,1997,14,14,1140,12.7,2,2,4,1,1,1,3,0,0.24,18,6,33.3,1.42,0.47,0.06,0.17,1,1,5,4,1,3,3,0,0,12,0,,,,,,,,,,,,,,
151,Harrison Armstrong,eng ENG,MF,Everton,eng Premier League,18.0,2007,13,6,529,5.9,0,0,0,0,0,0,0,0,0.00,5,2,40.0,0.85,0.34,0.00,0.00,0,0,3,10,4,15,0,0,0,6,0,,,,,,,,,,,,,,
152,Maximilian Arnold,de GER,MF,Wolfsburg,de Bundesliga,31.0,1994,25,20,1859,20.7,1,4,5,1,0,0,5,0,0.24,13,5,38.5,0.63,0.24,0.08,0.20,0,0,81,15,24,26,5,0,0,17,0,,,,,,,,,,,,,,
153,Tolu Arokodare,ng NGA,FW,Wolves,eng Premier League,24.0,2000,33,13,1419,15.8,3,1,4,3,0,1,1,0,0.25,46,16,34.8,2.92,1.01,0.07,0.19,0,1,0,4,5,17,1,0,0,18,0,,,,,,,,,,,,,,
154,Love Arrhov,se SWE,MF,Eintracht Frankfurt,de Bundesliga,17.0,2008,5,1,65,0.7,0,0,0,0,0,0,1,0,0.00,0,0,,0.00,0.00,,,0,0,0,2,0,1,1,0,0,2,0,,,,,,,,,,,,,,
155,Kervin Arriaga,hn HON,MF,Levante,es La Liga,27.0,1998,27,16,1532,17.0,3,3,6,3,0,0,8,1,0.35,16,6,37.5,0.94,0.35,0.19,0.50,0,0,5,26,14,22,8,1,1,22,0,,,,,,,,,,,,,,
156,Kepa Arrizabalaga,es ESP,GK,Arsenal,eng Premier League,30.0,1994,1,1,90,1.0,0,0,0,0,0,0,0,0,0.00,0,0,,0.00,0.00,,,0,0,0,0,0,0,0,0,0,0,0,1,1.00,3,2,66.7,1,0,0,0,0.0,0,0,0,0
157,Arthur,br BRA,MF,Leverkusen,de Bundesliga,22.0,2003,20,13,1136,12.6,1,3,4,1,0,0,3,0,0.32,10,2,20.0,0.79,0.16,0.10,0.50,0,0,33,12,18,10,3,0,0,19,0,,,,,,,,,,,,,,
158,Takuma Asano,jp JPN,"MF,FW",Mallorca,es La Liga,30.0,1994,20,8,664,7.4,1,0,1,1,0,0,2,0,0.14,17,2,11.8,2.30,0.27,0.06,0.50,0,0,14,10,1,10,2,0,0,9,0,,,,,,,,,,,,,,
159,Raúl Asencio,es ESP,DF,Real Madrid,es La Liga,22.0,2003,23,18,1708,19.0,2,0,2,2,0,0,4,0,0.11,14,4,28.6,0.74,0.21,0.14,0.50,0,0,1,12,10,23,4,0,0,17,0,,,,,,,,,,,,,,
160,Fisnik Asllani,xk KVX,"FW,MF",Hoffenheim,de Bundesliga,22.0,2002,33,31,2335,25.9,10,7,17,10,0,0,2,0,0.66,73,28,38.4,2.81,1.08,0.14,0.36,0,0,10,7,5,37,2,0,0,26,0,,,,,,,,,,,,,,
161,Kristjan Asllani,al ALB,MF,Torino,it Serie A,23.0,2002,15,13,1129,12.5,0,0,0,0,0,1,3,0,0.00,20,4,20.0,1.59,0.32,0.00,0.00,0,1,52,14,12,14,3,0,0,7,0,,,,,,,,,,,,,,
162,Joel Asoro,se SWE,FW,Metz,fr Ligue 1,26.0,1999,8,2,227,2.5,0,0,0,0,0,0,0,0,0.00,4,1,25.0,1.59,0.40,0.00,0.00,0,0,1,0,0,1,0,0,0,2,0,,,,,,,,,,,,,,
163,Iago Aspas,es ESP,"FW,MF",Celta Vigo,es La Liga,37.0,1987,32,11,1140,12.7,5,3,8,3,2,2,4,0,0.47,28,12,42.9,2.21,0.95,0.11,0.25,2,2,24,11,12,17,4,0,0,5,0,,,,,,,,,,,,,,
164,Yaser Asprilla,co COL,"FW,MF",Girona,es La Liga,21.0,2003,15,6,611,6.8,0,0,0,0,0,0,0,0,0.00,15,5,33.3,2.21,0.74,0.00,0.00,0,0,36,4,5,8,0,0,0,11,0,,,,,,,,,,,,,,
165,Lorenz Assignon,tg TOG,"DF,MF",Stuttgart,de Bundesliga,25.0,2000,24,12,1094,12.2,0,0,0,0,0,0,3,1,0.00,12,4,33.3,0.99,0.33,0.00,0.00,0,0,40,15,15,7,3,1,0,19,0,,,,,,,,,,,,,,
166,Dehmaine Assoumani,fr FRA,MF,Nantes,fr Ligue 1,20.0,2005,27,14,1276,14.2,1,0,1,1,0,0,5,0,0.07,29,7,24.1,2.05,0.49,0.03,0.14,0,0,88,18,16,20,5,0,0,23,0,,,,,,,,,,,,,,
167,Lander Astiazaran,es ESP,MF,Real Sociedad,es La Liga,19.0,2006,1,0,1,0.0,0,0,0,0,0,0,0,0,0.00,1,0,0.0,90.00,0.00,0.00,,0,0,0,0,1,0,0,0,0,0,0,,,,,,,,,,,,,,
168,Otavio Ataide,br BRA,DF,Paris FC,fr Ligue 1,23.0,2002,23,21,1901,21.1,1,0,1,1,0,0,6,1,0.05,12,3,25.0,0.57,0.14,0.08,0.33,0,0,6,29,27,33,6,1,0,24,0,,,,,,,,,,,,,,
169,Zachary Athekame,ch SUI,"MF,DF",Milan,it Serie A,20.0,2004,27,7,833,9.3,2,2,4,2,0,0,3,0,0.43,13,4,30.8,1.40,0.43,0.15,0.50,0,0,46,8,4,12,3,0,0,16,0,,,,,,,,,,,,,,
170,Arthur Atta,fr FRA,MF,Udinese,it Serie A,22.0,2003,32,29,2557,28.4,5,3,8,5,0,0,3,0,0.28,57,20,35.1,2.01,0.70,0.09,0.25,0,0,56,17,23,32,3,0,0,23,0,,,,,,,,,,,,,,
171,Noah Atubolu,de GER,GK,Freiburg,de Bundesliga,23.0,2002,34,34,3060,34.0,0,0,0,0,0,0,1,0,0.00,0,0,,0.00,0.00,,,0,0,0,0,1,6,1,0,0,0,0,57,1.68,156,100,63.5,13,8,13,6,17.6,1,0,1,0
172,Pierre-Emerick Aubameyang,ga GAB,FW,Marseille,fr Ligue 1,36.0,1989,30,23,2039,22.7,10,5,15,10,0,0,1,0,0.66,60,34,56.7,2.65,1.50,0.17,0.29,0,0,30,6,7,16,1,0,0,19,0,,,,,,,,,,,,,,
173,Emil Audero,id IDN,GK,Cremonese,it Serie A,28.0,1997,34,34,3060,34.0,0,0,0,0,0,0,0,0,0.00,0,0,,0.00,0.00,,,0,0,0,0,0,6,0,0,0,0,0,50,1.47,167,123,72.5,8,7,19,11,32.4,6,4,2,0
174,Carlos Augusto,br BRA,"MF,DF",Inter,it Serie A,26.0,1999,34,18,1763,19.6,1,1,2,1,0,0,6,0,0.10,20,6,30.0,1.02,0.31,0.05,0.17,0,0,46,22,19,13,6,0,0,26,0,,,,,,,,,,,,,,
175,Yann Aurel Bisseck,de GER,DF,Inter,it Serie A,24.0,2000,23,21,1922,21.4,3,1,4,3,0,0,2,0,0.19,25,12,48.0,1.17,0.56,0.12,0.25,0,0,12,18,23,16,2,0,0,21,0,,,,,,,,,,,,,,
176,Leon Avdullahu,xk KVX,MF,Hoffenheim,de Bundesliga,21.0,2004,33,32,2834,31.5,0,1,1,0,0,0,5,0,0.03,14,2,14.3,0.44,0.06,0.00,0.00,0,0,15,30,33,12,5,0,0,27,0,,,,,,,,,,,,,,
177,Ezequiel Ávila,ar ARG,FW,Real Betis,es La Liga,31.0,1994,16,3,380,4.2,1,0,1,0,1,1,3,0,0.00,8,2,25.0,1.89,0.47,0.00,0.00,1,1,14,3,5,8,3,0,0,6,0,,,,,,,,,,,,,,
178,Arthur Avom,cm CMR,MF,Lorient,fr Ligue 1,20.0,2004,31,22,2119,23.5,2,1,3,2,0,0,3,0,0.13,21,6,28.6,0.89,0.25,0.10,0.33,0,0,45,31,28,38,3,0,0,23,1,,,,,,,,,,,,,,
179,Chidozie Awaziem,ng NGA,DF,Nantes,fr Ligue 1,28.0,1997,27,26,2321,25.8,1,2,3,1,0,0,7,0,0.12,11,4,36.4,0.43,0.16,0.09,0.25,0,0,2,20,20,21,7,0,0,23,1,,,,,,,,,,,,,,
180,Taiwo Awoniyi,ng NGA,FW,Nottingham Forest,eng Premier League,27.0,1997,17,3,494,5.5,4,1,5,4,0,0,2,0,0.91,15,8,53.3,2.73,1.46,0.27,0.50,0,0,1,1,1,7,2,0,0,10,0,,,,,,,,,,,,,,
181,Yasin Ayari,se SWE,MF,Brighton,eng Premier League,21.0,2003,29,20,1929,21.4,3,3,6,3,0,0,1,0,0.28,41,10,24.4,1.91,0.47,0.07,0.30,0,0,24,25,26,28,1,0,0,24,0,,,,,,,,,,,,,,
182,Neil El Aynaoui,ma MAR,MF,Roma,it Serie A,24.0,2001,25,8,999,11.1,1,2,3,1,0,0,5,0,0.27,6,4,66.7,0.54,0.36,0.17,0.25,0,0,17,10,18,10,5,0,0,23,0,,,,,,,,,,,,,,
183,Ilyas Azizi,fr FRA,FW,Toulouse,fr Ligue 1,17.0,2008,3,0,29,0.3,0,0,0,0,0,0,0,0,0.00,1,0,0.0,3.10,0.00,0.00,,0,0,2,1,0,0,0,0,0,0,0,,,,,,,,,,,,,,
184,César Azpilicueta,es ESP,DF,Sevilla,es La Liga,35.0,1989,17,17,1213,13.5,0,1,1,0,0,0,4,0,0.07,1,0,0.0,0.07,0.00,0.00,,0,0,12,19,22,9,4,0,0,24,0,,,,,,,,,,,,,,
185,Oussama El Azzouzi,ma MAR,"MF,DF",Auxerre,fr Ligue 1,24.0,2001,11,10,807,9.0,1,0,1,1,0,0,1,1,0.11,5,1,20.0,0.56,0.11,0.20,1.00,0,0,0,15,16,8,1,1,0,18,0,,,,,,,,,,,,,,
186,Mio Backhaus,de GER,GK,Werder Bremen,de Bundesliga,21.0,2004,32,32,2880,32.0,0,0,0,0,0,0,1,0,0.00,0,0,,0.00,0.00,,,0,0,0,0,0,13,1,0,0,0,1,56,1.75,151,100,66.2,7,8,17,5,15.6,5,5,0,0
187,Loïc Bade,fr FRA,DF,Leverkusen,de Bundesliga,25.0,2000,23,19,1653,18.4,0,0,0,0,0,0,4,0,0.00,12,4,33.3,0.65,0.22,0.00,0.00,0,0,4,19,21,4,4,0,0,11,1,,,,,,,,,,,,,,
188,Benoît Badiashile,fr FRA,DF,Chelsea,eng Premier League,24.0,2001,8,6,471,5.2,0,0,0,0,0,0,2,0,0.00,0,0,,0.00,0.00,,,0,0,0,5,9,2,2,0,0,6,0,,,,,,,,,,,,,,
189,Alex Baena,es ESP,"MF,FW",Atlético Madrid,es La Liga,24.0,2001,27,21,1560,17.3,2,3,5,2,0,0,5,0,0.29,29,7,24.1,1.67,0.40,0.07,0.29,0,0,117,11,16,29,5,0,0,26,0,,,,,,,,,,,,,,
190,Samson Baidoo,at AUT,DF,Lens,fr Ligue 1,21.0,2004,23,20,1827,20.3,2,1,3,2,0,0,2,0,0.15,16,4,25.0,0.79,0.20,0.13,0.50,0,0,0,23,25,5,2,0,0,20,0,,,,,,,,,,,,,,
191,Leon Bailey,jm JAM,MF,Aston Villa,eng Premier League,27.0,1997,13,3,459,5.1,0,1,1,0,0,0,1,0,0.20,8,1,12.5,1.57,0.20,0.00,0.00,0,0,19,6,4,5,1,0,0,6,0,,,,,,,,,,,,,,
192,Leon Bailey,jm JAM,FW,Roma,it Serie A,27.0,1997,7,1,186,2.1,0,0,0,0,0,0,0,0,0.00,3,1,33.3,1.45,0.48,0.00,0.00,0,0,14,0,0,1,0,0,0,2,0,,,,,,,,,,,,,,
193,Eric Bailly,ci CIV,DF,Oviedo,es La Liga,31.0,1994,15,15,1234,13.7,1,0,1,1,0,0,3,0,0.07,6,1,16.7,0.44,0.07,0.17,1.00,0,0,1,10,17,7,3,0,0,13,0,,,,,,,,,,,,,,
194,Theo Bair,ca CAN,FW,Auxerre,fr Ligue 1,25.0,1999,2,0,10,0.1,0,0,0,0,0,0,0,0,0.00,0,0,,0.00,0.00,,,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
195,Cédric Bakambu,cd COD,FW,Real Betis,es La Liga,34.0,1991,18,5,569,6.3,3,1,4,3,0,0,1,0,0.63,21,9,42.9,3.32,1.42,0.14,0.33,0,0,2,2,2,9,1,0,0,11,0,,,,,,,,,,,,,,
196,Johan Bakayoko,be BEL,"FW,MF",RB Leipzig,de Bundesliga,22.0,2003,20,8,777,8.6,2,0,2,2,0,0,1,0,0.23,24,9,37.5,2.78,1.04,0.08,0.22,0,0,15,3,2,11,1,0,0,12,0,,,,,,,,,,,,,,
197,Mitchel Bakker,nl NED,"DF,MF",Atalanta,it Serie A,25.0,2000,1,0,9,0.1,0,0,0,0,0,0,0,0,0.00,0,0,,0.00,0.00,,,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
198,Darryl Bakola,fr FRA,MF,Marseille,fr Ligue 1,17.0,2007,8,0,75,0.8,0,0,0,0,0,0,0,0,0.00,2,1,50.0,2.40,1.20,0.00,0.00,0,0,1,1,0,4,0,0,0,4,0,,,,,,,,,,,,,,
199,Darryl Bakola,fr FRA,MF,Sassuolo,it Serie A,17.0,2007,6,1,128,1.4,0,1,1,0,0,0,0,0,0.70,3,1,33.3,2.11,0.70,0.00,0.00,0,0,3,1,1,3,0,0,0,2,0,,,,,,,,,,,,,,
200,Ridle Baku,de GER,DF,RB Leipzig,de Bundesliga,27.0,1998,32,28,2504,27.8,2,3,5,2,0,0,4,0,0.18,30,6,20.0,1.08,0.22,0.07,0.33,0,0,59,40,31,22,4,0,0,23,0,,,,,,,,,,,,,,
201,Dilane Bakwa,fr FRA,"FW,MF",Strasbourg,fr Ligue 1,22.0,2002,3,0,107,1.2,1,2,3,1,0,0,0,0,2.52,2,1,50.0,1.68,0.84,0.50,1.00,0,0,8,1,1,4,0,0,0,0,0,,,,,,,,,,,,,,
202,Dilane Bakwa,fr FRA,MF,Nottingham Forest,eng Premier League,22.0,2002,14,6,553,6.1,0,2,2,0,0,0,1,0,0.33,9,3,33.3,1.46,0.49,0.00,0.00,0,0,38,3,0,14,1,0,0,9,0,,,,,,,,,,,,,,
203,Luís Balbo,ve VEN,DF,Fiorentina,it Serie A,19.0,2006,6,1,212,2.4,0,0,0,0,0,0,0,0,0.00,0,0,,0.00,0.00,,,0,0,5,5,1,6,0,0,0,2,0,,,,,,,,,,,,,,
204,Tommaso Baldanzi,it ITA,MF,Genoa,it Serie A,22.0,2003,8,5,399,4.4,0,2,2,0,0,0,0,0,0.45,9,3,33.3,2.03,0.68,0.00,0.00,0,0,7,6,3,6,0,0,0,2,0,,,,,,,,,,,,,,
205,Tommaso Baldanzi,it ITA,"FW,MF",Roma,it Serie A,22.0,2003,10,3,386,4.3,1,0,1,1,0,0,2,0,0.23,11,4,36.4,2.56,0.93,0.09,0.25,0,0,9,1,3,18,2,0,0,8,0,,,,,,,,,,,,,,
206,Alejandro Balde,es ESP,DF,Barcelona,es La Liga,21.0,2003,28,21,1869,20.8,0,2,2,0,0,0,2,0,0.10,10,1,10.0,0.48,0.05,0.00,0.00,0,0,25,21,6,25,2,0,0,14,0,,,,,,,,,,,,,,
207,Fabio Baldé,pt POR,"FW,MF",Hamburger SV,de Bundesliga,20.0,2005,16,3,448,5.0,1,1,2,1,0,0,1,0,0.40,9,4,44.4,1.81,0.80,0.11,0.25,0,0,16,7,1,2,1,0,0,4,0,,,,,,,,,,,,,,
